id,ordenes,f_primera_compra,f_ultima_compra,precio_total,min_compra,max_compra,prom_compra,categ_0,categ_1,categ_2,categ_3,categ_4
12847,1,1.32153576E9,1.32153576E9,843.64,843.64,843.64,843.64,84.87,184.58,83.6,406.29,84.3
14887,1,1.31661912E9,1.31661912E9,1862.0,1862.0,1862.0,1862.0,0.0,0.0,0.0,1504.0,358.0
17506,1,1.31695074E9,1.31695074E9,302.2,302.2,302.2,302.2,159.2,56.5,0.0,86.5,0.0
17757,30,1.29131022E9,1.32335826E9,5593.39,115.35,365.33,186.45,1040.73,1395.47,108.09,2625.7,423.4
16549,10,1.29458178E9,1.32257916E9,4034.9,119.49,1067.57,403.49,1281.88,993.65,52.85,1459.34,247.18
13985,15,1.30062888E9,1.32310476E9,7060.13,147.56,1018.22,470.68,1159.32,2220.11,0.0,2856.0,824.7
13187,1,1.29434022E9,1.29434022E9,236.02,236.02,236.02,236.02,79.44,62.05,0.0,62.38,32.15
17835,3,1.321461E9,1.32325848E9,342.24,109.84,118.26,114.08,120.85,60.65,12.18,120.59,27.97
12637,8,1.2955204575E9,1.31764956E9,6002.9,4.63,1516.68,750.36,1071.9,1479.07,112.85,2895.73,443.35
15947,1,1.31634276E9,1.31634276E9,1708.24,1708.24,1708.24,1708.24,0.0,382.9,39.6,1285.74,0.0
14974,1,1.32023886E9,1.32023886E9,89.94,89.94,89.94,89.94,7.03,21.65,0.0,61.26,0.0
12888,2,1.30140906E9,1.30495692E9,354.12,81.36,272.76,177.06,25.2,222.42,0.0,106.5,0.0
15052,1,1.29588432E9,1.29588432E9,207.73,207.73,207.73,207.73,0.85,18.25,0.0,161.68,26.95
17866,1,1.31116002E9,1.31116002E9,329.65,329.65,329.65,329.65,39.5,135.0,0.0,155.15,0.0
16639,3,1.30311906E9,1.3207584E9,1257.51,162.95,786.36,419.17,161.36,356.5,15.0,513.3,211.35
17551,1,1.29242232E9,1.29242232E9,290.34,290.34,290.34,290.34,14.1,163.29,17.4,65.75,29.8
15539,1,1.32283296E9,1.32283296E9,538.46,538.46,538.46,538.46,53.4,159.15,0.0,312.91,13.0
15448,1,1.29647052E9,1.29647052E9,494.64,494.64,494.64,494.64,144.72,170.45,59.42,99.65,20.4
14218,1,1.319796E9,1.319796E9,169.48,169.48,169.48,169.48,12.5,36.42,0.0,120.56,0.0
18283,16,1.29432324E9,1.32317292E9,2045.53,1.95,307.05,127.85,350.47,554.17,4.6,1057.99,78.3
18276,1,1.31971284E9,1.31971284E9,335.86,335.86,335.86,335.86,0.0,94.98,0.0,240.88,0.0
14525,9,1.292262E9,1.32178902E9,4215.9,169.47,986.17,468.43,314.16,886.0,16.2,2468.13,531.41
13460,2,1.3191906E9,1.32094542E9,183.44,75.98,107.46,91.72,19.68,83.1,0.0,49.16,31.5
15478,2,1.31859054E9,1.31998434E9,1399.92,573.09,826.83,699.96,307.25,402.05,0.0,589.12,101.5
13107,4,1.29466248E9,1.31964072E9,1531.62,124.2,566.84,382.91,402.16,478.36,40.8,559.8,50.5
16303,3,1.29466896E9,1.32126774E9,5360.63,827.18,3209.15,1786.88,1556.42,1611.95,141.6,1698.36,352.3
13395,1,1.30745904E9,1.30745904E9,307.72,307.72,307.72,307.72,40.9,118.72,0.0,112.6,35.5
15435,1,1.32154794E9,1.32154794E9,149.29,149.29,149.29,149.29,19.69,57.3,0.0,64.4,7.9
17438,1,1.30156716E9,1.30156716E9,388.45,388.45,388.45,388.45,87.0,54.55,0.0,217.05,29.85
16619,1,1.30069548E9,1.30069548E9,226.21,226.21,226.21,226.21,36.48,76.3,0.0,113.43,0.0
14000,1,1.305219E9,1.305219E9,635.66,635.66,635.66,635.66,180.3,186.36,0.0,269.0,0.0
17256,2,1.29648558E9,1.3141926E9,240.0,112.1,127.9,120.0,5.95,7.6,7.8,186.85,31.8
17901,1,1.32094614E9,1.32094614E9,110.38,110.38,110.38,110.38,7.5,43.39,0.0,59.49,0.0
12811,3,1.29890754E9,1.30095972E9,514.85,27.0,247.6,171.62,147.1,44.1,0.0,293.9,29.75
16027,6,1.29734034E9,1.31556522E9,934.62,79.2,320.52,155.77,47.35,34.85,17.4,670.02,165.0
12750,1,1.31236278E9,1.31236278E9,275.88,275.88,275.88,275.88,17.4,130.9,0.0,86.9,40.68
16340,1,1.31419758E9,1.31419758E9,534.31,534.31,534.31,534.31,107.19,149.87,0.42,224.68,52.15
14552,1,1.31038854E9,1.31038854E9,164.22,164.22,164.22,164.22,26.19,40.8,8.06,70.29,18.88
16413,1,1.31859408E9,1.31859408E9,262.2,262.2,262.2,262.2,95.15,83.55,0.0,56.75,26.75
13170,1,1.32118674E9,1.32118674E9,108.81,108.81,108.81,108.81,23.88,32.26,7.93,38.24,6.5
15041,1,1.30875936E9,1.30875936E9,179.93,179.93,179.93,179.93,43.13,31.73,6.36,94.92,3.79
17024,3,1.30985826E9,1.31955042E9,95.85,25.0,39.6,31.95,0.0,95.85,0.0,0.0,0.0
17839,1,1.31982282E9,1.31982282E9,318.15,318.15,318.15,318.15,61.09,100.72,0.0,136.54,19.8
13866,1,1.31704884E9,1.31704884E9,145.67,145.67,145.67,145.67,27.04,51.25,0.0,67.38,0.0
12957,8,1.29414348E9,1.32264678E9,4017.54,53.2,968.9,502.19,823.57,1218.81,121.98,1564.15,289.03
13133,2,1.29718008E9,1.29983946E9,109.8,52.35,57.45,54.9,49.55,12.6,0.0,34.9,12.75
17886,3,1.30192044E9,1.32074694E9,869.28,157.77,491.57,289.76,193.44,423.22,36.9,203.22,12.5
13027,6,1.2928491E9,1.31366034E9,6912.0,384.0,2016.0,1152.0,0.0,0.0,0.0,6912.0,0.0
17545,3,1.31972328E9,1.31972424E9,642.32,122.68,340.89,214.11,128.59,216.74,21.62,235.16,40.21
16253,2,1.30140558E9,1.31771934E9,3683.86,1700.4,1983.46,1841.93,651.96,878.67,66.42,1632.59,454.22
14697,2,1.30460934E9,1.30460994E9,188.61,89.4,99.21,94.3,7.05,72.63,16.62,92.31,0.0
14963,5,1.3076226E9,1.32265536E9,1472.34,246.52,320.89,294.47,312.62,246.51,46.51,766.2,100.5
17128,1,1.29457452E9,1.29457452E9,157.09,157.09,157.09,157.09,39.84,51.45,10.2,55.6,0.0
15277,1,1.31945088E9,1.31945088E9,255.9,255.9,255.9,255.9,96.6,89.22,20.04,50.04,0.0
12710,3,1.3060731E9,1.3151376E9,1149.02,71.4,718.96,383.01,175.54,378.69,0.0,532.09,62.7
18211,5,1.29941334E9,1.3212582E9,600.07,49.2,151.5,120.01,78.45,148.17,2.28,320.77,50.4
14649,4,1.30512462E9,1.3230882E9,1402.59,182.45,507.41,350.65,187.79,415.74,13.1,740.79,45.17
15433,2,1.30037112E9,1.3050243E9,533.3,160.66,372.64,266.65,20.4,263.8,0.0,201.35,47.75
13122,2,1.30270392E9,1.31532438E9,922.39,18.72,903.67,461.2,213.68,228.05,35.4,323.01,122.25
13805,2,1.31229894E9,1.3189494E9,924.6,424.36,500.24,462.3,108.48,514.64,0.0,301.48,0.0
14340,1,1.30458864E9,1.30458864E9,134.7,134.7,134.7,134.7,55.2,0.0,0.0,79.5,0.0
14439,1,1.29586914E9,1.29586914E9,2661.24,2661.24,2661.24,2661.24,832.6,743.7,0.0,1055.24,29.7
13174,3,1.29156624E9,1.3220589E9,2742.82,665.0,1369.06,914.27,423.67,829.52,85.85,1193.56,210.22
17718,1,1.30339314E9,1.30339314E9,139.35,139.35,139.35,139.35,0.0,85.5,0.0,53.85,0.0
17584,2,1.31246712E9,1.32284592E9,1242.3,492.85,749.45,621.15,515.4,305.0,14.5,275.1,132.3
16093,1,1.31427054E9,1.31427054E9,17.0,17.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0
17660,1,1.31125542E9,1.31125542E9,178.75,178.75,178.75,178.75,8.75,48.64,0.21,107.47,13.68
17947,1,1.3202391E9,1.3202391E9,176.68,176.68,176.68,176.68,0.0,90.04,0.0,86.64,0.0
12816,2,1.30823064E9,1.31522646E9,572.2,253.55,318.65,286.1,119.9,131.8,19.8,288.0,12.7
17715,1,1.30615392E9,1.30615392E9,326.4,326.4,326.4,326.4,0.0,0.0,0.0,326.4,0.0
16133,33,1.2959709E9,1.32317064E9,14589.04,79.2,2210.05,442.09,2706.42,4964.13,234.36,5358.19,1325.94
17481,4,1.31538942E9,1.32317448E9,1255.59,172.4,417.56,313.9,136.08,374.72,36.48,594.23,114.08
17917,3,1.29215568E9,1.3195488E9,335.03,107.16,119.55,111.68,41.75,88.3,0.0,149.98,55.0
13429,4,1.31696634E9,1.3225578E9,1006.8,165.72,330.6,251.7,102.12,179.95,130.32,565.25,29.16
17491,10,1.29172428E9,1.32336108E9,3558.87,135.0,556.94,355.89,1075.51,612.82,30.0,1712.34,128.2
13700,10,1.29518388E9,1.3211892E9,2248.63,14.99,390.47,224.86,804.08,378.93,53.62,859.35,152.65
15829,2,1.31133018E9,1.3148955E9,636.14,310.7,325.44,318.07,97.38,224.66,41.1,230.04,42.96
14810,11,1.29155088E9,1.31997354E9,2085.33,129.46,352.23,189.58,241.74,575.05,41.03,1107.71,119.8
14639,6,1.2922482E9,1.31895036E9,2984.49,47.1,948.16,497.41,554.42,1240.1,74.44,1054.33,61.2
15553,1,1.31825532E9,1.31825532E9,428.93,428.93,428.93,428.93,99.87,57.0,4.56,201.84,65.66
17375,3,1.29225336E9,1.3062519E9,400.1,109.71,176.66,133.37,28.17,130.5,18.87,188.73,33.83
15488,1,1.31547666E9,1.31547666E9,91.32,91.32,91.32,91.32,0.0,0.0,0.0,91.32,0.0
13655,2,1.30260198E9,1.3135911E9,932.97,383.65,549.32,466.49,138.55,344.6,14.5,278.19,157.13
16826,1,1.3190331E9,1.3190331E9,341.7,341.7,341.7,341.7,135.5,79.95,33.9,82.15,10.2
16654,4,1.29164814E9,1.31126178E9,601.27,35.4,274.45,150.32,89.6,110.76,50.4,350.51,0.0
18106,1,1.29500778E9,1.29500778E9,421.9,421.9,421.9,421.9,100.15,51.5,0.0,197.55,72.7
13276,2,1.31487138E9,1.31799144E9,590.93,137.38,453.55,295.47,193.5,111.15,0.0,286.28,0.0
16185,2,1.30338714E9,1.32204126E9,529.41,194.41,335.0,264.71,92.19,93.65,30.12,260.9,52.55
14861,1,1.31894244E9,1.31894244E9,125.79,125.79,125.79,125.79,83.37,0.0,0.0,42.42,0.0
17274,1,1.32041256E9,1.32041256E9,107.82,107.82,107.82,107.82,17.84,27.26,0.42,62.3,0.0
14227,10,1.29889602E9,1.32119928E9,3350.96,15.12,797.48,335.1,736.74,633.22,25.98,1718.67,236.35
18161,5,1.29587016E9,1.3221528E9,1618.69,224.94,462.0,323.74,413.89,495.87,19.8,538.07,151.06
14432,6,1.31575014E9,1.32264024E9,2248.5,109.8,717.35,374.75,327.98,673.59,87.3,1037.64,121.99
14267,3,1.30096668E9,1.30942854E9,1516.24,418.18,679.88,505.41,127.8,570.9,39.6,561.94,216.0
16131,6,1.30276992E9,1.31902518E9,3506.54,17.0,1177.64,584.42,1353.62,628.74,56.16,1081.62,386.4
13672,2,1.29475404E9,1.29743238E9,186.39,62.13,124.26,93.2,0.0,125.55,0.0,60.84,0.0
17507,2,1.29675648E9,1.30088088E9,605.58,265.02,340.56,302.79,263.5,116.08,0.0,183.6,42.4
14164,2,1.31652108E9,1.31738544E9,1631.77,358.0,1273.77,815.89,15.0,520.6,0.0,985.77,110.4
13571,12,1.30157538E9,1.32239082E9,2088.94,114.71,282.68,174.08,311.63,305.52,15.44,1351.69,104.66
16031,2,1.30209978E9,1.31548722E9,547.9,242.27,305.63,273.95,71.44,219.48,14.76,231.72,10.5
14116,5,1.31298024E9,1.32178494E9,1382.74,212.92,327.45,276.55,306.82,424.13,10.2,571.49,70.1
15107,6,1.2912975E9,1.29657156E9,319.5,8.5,116.0,53.25,125.1,109.15,0.0,85.25,0.0
12508,2,1.32094242E9,1.32119862E9,397.88,123.08,274.8,198.94,60.97,103.77,32.2,145.27,55.67
12789,1,1.31782164E9,1.31782164E9,91.85,91.85,91.85,91.85,0.0,36.9,0.0,54.95,0.0
12386,2,1.29180198E9,1.29431742E9,401.9,143.0,258.9,200.95,49.8,160.7,0.0,148.2,43.2
17855,1,1.29128304E9,1.29128304E9,208.97,208.97,208.97,208.97,30.0,88.32,15.12,75.53,0.0
14353,1,1.30487076E9,1.30487076E9,90.6,90.6,90.6,90.6,30.0,19.8,17.4,23.4,0.0
17930,5,1.30279596E9,1.32040218E9,1740.48,296.46,426.84,348.1,446.4,612.36,201.6,480.12,0.0
14443,4,1.29163338E9,1.3188462E9,1420.2,303.5,428.68,355.05,273.36,437.65,82.5,552.59,74.1
17403,1,1.32033348E9,1.32033348E9,263.92,263.92,263.92,263.92,56.55,90.56,0.0,62.26,54.55
15343,1,1.3159221E9,1.3159221E9,364.5,364.5,364.5,364.5,84.9,119.9,15.0,144.7,0.0
17100,2,1.32189336E9,1.32189336E9,971.74,31.85,939.89,485.87,291.83,223.98,15.0,388.08,52.85
14701,9,1.296132E9,1.32257028E9,2526.09,6.95,577.71,280.68,408.23,347.3,179.55,1492.18,98.83
17211,8,1.29155304E9,1.32118578E9,2317.22,128.41,433.0,289.65,531.34,613.31,85.33,989.5,97.74
14896,2,1.29189744E9,1.3058004E9,468.77,211.55,257.22,234.39,145.83,82.75,0.0,175.09,65.1
15114,10,1.2974139E9,1.3208511E9,2760.56,135.62,508.28,276.06,295.22,619.45,134.16,1340.13,371.6
15203,6,1.29656334E9,1.32125856E9,1827.8,189.4,480.96,304.63,161.94,582.96,30.24,922.04,130.62
13451,5,1.2945873E9,1.32119988E9,2898.26,359.19,796.02,579.65,511.9,1126.4,31.5,1050.63,177.83
15845,8,1.29433434E9,1.32195492E9,3711.77,301.29,929.22,463.97,822.15,1152.81,16.5,1551.29,169.02
17348,5,1.29776694E9,1.3222203E9,1156.6,109.49,500.46,231.32,133.57,350.68,97.01,520.88,54.46
17744,6,1.29250902E9,1.32317346E9,2322.4,280.56,730.38,387.07,257.6,903.26,110.16,568.82,482.56
17946,2,1.30106364E9,1.3033188E9,149.58,17.55,132.03,74.79,22.65,76.1,0.0,27.98,22.85
12643,6,1.29474648E9,1.31237616E9,3344.64,202.48,1202.22,557.44,873.0,0.0,0.0,2471.64,0.0
13030,2,1.29164586E9,1.3224906E9,752.44,350.08,402.36,376.22,84.24,310.5,36.45,270.9,50.35
18223,14,1.29251772E9,1.32307626E9,6484.54,15.0,1389.05,463.18,2060.12,1544.96,34.8,2279.1,565.56
15103,2,1.31600844E9,1.32076398E9,703.36,291.68,411.68,351.68,207.58,96.0,49.8,300.08,49.9
12437,18,1.29484158E9,1.3233441E9,4951.41,65.1,736.55,275.08,764.14,2045.27,43.98,1768.88,329.14
14618,3,1.29431514E9,1.3226607E9,553.44,84.24,257.4,184.48,125.1,96.3,0.0,332.04,0.0
13929,2,1.29527706E9,1.30884276E9,842.65,412.85,429.8,421.33,557.2,206.55,0.0,78.9,0.0
13352,1,1.3182549E9,1.3182549E9,397.98,397.98,397.98,397.98,76.8,120.46,38.52,162.2,0.0
14236,2,1.29131574E9,1.31650998E9,490.86,189.3,301.56,245.43,0.0,182.52,0.0,276.42,31.92
13512,1,1.30096098E9,1.30096098E9,251.21,251.21,251.21,251.21,13.52,115.7,27.04,61.5,33.45
13851,3,1.29856788E9,1.31522616E9,2651.46,246.32,1298.18,883.82,640.64,395.28,10.08,1598.66,6.8
17033,3,1.29241926E9,1.31601084E9,1030.14,300.3,422.04,343.38,159.6,84.24,41.7,744.6,0.0
14114,2,1.2949167E9,1.29983652E9,386.53,191.4,195.13,193.27,149.25,125.58,17.7,60.1,33.9
12531,1,1.32221952E9,1.32221952E9,125.22,125.22,125.22,125.22,10.76,54.4,0.0,51.21,8.85
16980,2,1.29829308E9,1.30141656E9,1028.46,346.6,681.86,514.23,249.95,172.74,0.0,570.37,35.4
14659,9,1.29621858E9,1.32274182E9,2529.93,149.4,593.17,281.1,449.8,665.92,41.15,1098.95,274.11
12680,4,1.31368224E9,1.323435E9,862.81,112.38,311.78,215.7,214.02,215.64,0.0,419.11,14.04
14868,8,1.30330656E9,1.32318294E9,2953.59,17.4,558.59,369.2,713.05,806.26,64.6,1226.08,143.6
14232,5,1.30062504E9,1.31980014E9,2048.07,257.6,693.18,409.61,313.56,569.76,220.5,781.25,163.0
13116,1,1.31151798E9,1.31151798E9,501.14,501.14,501.14,501.14,77.6,181.48,0.0,198.86,43.2
12498,3,1.3184982E9,1.32162078E9,403.7,30.45,247.25,134.57,74.75,144.1,17.7,167.15,0.0
17303,1,1.29224712E9,1.29224712E9,250.04,250.04,250.04,250.04,61.04,55.67,9.21,104.57,19.55
16255,8,1.2919047E9,1.322052E9,2619.91,168.46,438.76,327.49,395.04,893.92,11.15,1276.53,43.27
17898,2,1.30556598E9,1.31609856E9,152.06,52.22,99.84,76.03,21.6,36.17,40.38,48.11,5.8
13520,6,1.29137256E9,1.3184148E9,3624.35,303.4,856.0,604.06,427.0,1289.45,38.24,1759.06,110.6
12937,4,1.30037154E9,1.3221471E9,1504.27,210.8,677.83,376.07,402.26,387.85,18.8,555.05,140.31
13636,5,1.29881694E9,1.3203162E9,949.12,105.1,302.57,189.82,217.2,326.88,49.8,288.04,67.2
16668,6,1.29889716E9,1.32215658E9,306.72,19.5,74.16,51.12,57.6,80.4,10.08,138.24,20.4
14958,3,1.30226208E9,1.3107396E9,483.73,107.4,194.7,161.24,66.45,256.58,0.0,91.25,69.45
16085,5,1.29578442E9,1.32144984E9,981.51,120.33,294.61,196.3,191.23,332.31,24.08,388.44,45.45
14672,2,1.29441528E9,1.30320834E9,765.55,285.28,480.27,382.78,214.6,200.6,5.95,266.58,77.82
16597,1,1.32309984E9,1.32309984E9,90.04,90.04,90.04,90.04,20.52,17.7,0.0,26.54,25.28
16510,1,1.29129714E9,1.29129714E9,248.1,248.1,248.1,248.1,30.15,68.15,17.4,101.8,30.6
15100,3,1.29119454E9,1.2946557E9,876.0,175.2,350.4,292.0,0.0,876.0,0.0,0.0,0.0
13328,1,1.29614172E9,1.29614172E9,1308.48,1308.48,1308.48,1308.48,964.2,145.2,10.08,169.2,19.8
15412,1,1.30866984E9,1.30866984E9,190.53,190.53,190.53,190.53,0.0,135.99,0.0,54.54,0.0
14331,2,1.31177964E9,1.31272302E9,462.66,79.0,383.66,231.33,70.53,184.95,57.48,132.3,17.4
12881,1,1.29967104E9,1.29967104E9,298.0,298.0,298.0,298.0,195.0,17.0,0.0,36.5,49.5
13065,1,1.29122232E9,1.29122232E9,205.86,205.86,205.86,205.86,95.7,23.94,30.92,37.6,17.7
13889,1,1.31547318E9,1.31547318E9,416.9,416.9,416.9,416.9,246.25,90.25,15.0,65.4,0.0
15874,7,1.29889968E9,1.31799066E9,4405.88,44.95,2198.13,629.41,838.92,1326.82,164.52,1849.15,226.47
12944,2,1.29284166E9,1.32040464E9,604.51,286.95,317.56,302.25,195.23,60.0,0.0,323.48,25.8
15801,3,1.31400678E9,1.31946432E9,1063.95,56.75,869.98,354.65,187.68,333.98,44.01,402.78,95.5
14460,3,1.2966477E9,1.31393634E9,434.34,30.0,246.54,144.78,0.0,252.36,0.0,83.28,98.7
12408,5,1.30097796E9,1.32066882E9,2888.55,74.7,762.89,577.71,441.15,663.38,79.1,1589.82,115.1
12763,2,1.29156396E9,1.31151672E9,494.08,174.0,320.08,247.04,0.0,131.88,10.08,215.02,137.1
17014,3,1.31772816E9,1.32274854E9,583.43,165.76,229.62,194.48,78.64,127.12,0.78,373.59,3.3
15014,2,1.3082532E9,1.31974602E9,257.67,117.73,139.94,128.84,43.5,168.15,5.04,40.98,0.0
13126,8,1.29180852E9,1.3230792E9,2099.64,19.8,369.44,262.46,305.28,756.41,83.97,730.6,223.38
14105,1,1.30280388E9,1.30280388E9,1266.23,1266.23,1266.23,1266.23,330.09,449.03,20.94,436.32,29.85
17179,3,1.29225024E9,1.30807008E9,711.79,223.48,245.31,237.26,83.21,192.61,40.8,363.26,31.91
17160,6,1.3026096E9,1.3207611E9,3518.03,471.22,758.05,586.34,371.34,1278.82,20.04,1634.03,213.8
18059,3,1.3176342E9,1.32146214E9,306.46,86.6,124.08,102.15,65.78,72.06,0.0,138.62,30.0
15006,1,1.31903688E9,1.31903688E9,480.38,480.38,480.38,480.38,74.27,106.97,20.14,217.88,61.12
13563,2,1.31135526E9,1.3161843E9,777.53,310.88,466.65,388.77,154.46,188.04,0.0,417.12,17.91
17623,1,1.32066552E9,1.32066552E9,527.05,527.05,527.05,527.05,80.2,175.95,0.0,258.3,12.6
15210,1,1.30400706E9,1.30400706E9,331.18,331.18,331.18,331.18,60.57,59.62,0.0,200.79,10.2
15348,1,1.31721582E9,1.31721582E9,158.04,158.04,158.04,158.04,0.0,90.0,0.0,68.04,0.0
12420,1,1.3179777E9,1.3179777E9,600.39,600.39,600.39,600.39,86.28,247.37,14.85,198.89,53.0
13986,1,1.321974E9,1.321974E9,320.46,320.46,320.46,320.46,15.6,185.1,0.0,79.36,40.4
12838,2,1.29120462E9,1.320582E9,671.95,281.16,390.79,335.97,110.8,105.48,31.34,412.96,11.37
16705,20,1.29249666E9,1.32343248E9,14034.99,16.5,2489.11,701.75,1866.8,3527.91,300.06,7630.16,710.06
12454,1,1.31861238E9,1.31861238E9,3528.34,3528.34,3528.34,3528.34,88.0,1026.8,0.0,2413.54,0.0
17704,2,1.30277328E9,1.3089084E9,885.19,387.29,497.9,442.6,268.65,313.2,0.0,281.38,21.96
14836,3,1.32084516E9,1.3225851E9,102.45,3.0,76.05,34.15,0.0,37.65,0.0,64.8,0.0
12778,6,1.2964845E9,1.3217886E9,822.23,84.0,171.93,137.04,82.8,201.25,0.0,492.28,45.9
16735,5,1.29457758E9,1.31669214E9,2247.41,125.45,770.93,449.48,576.12,504.31,30.6,874.68,261.7
15492,2,1.31704572E9,1.32102318E9,659.46,171.72,487.74,329.73,149.6,169.32,15.0,265.24,60.3
16561,2,1.31832678E9,1.3229994E9,511.12,246.16,264.96,255.56,128.4,114.0,13.52,223.2,32.0
14387,3,1.31402238E9,1.32066894E9,1727.6,440.76,797.86,575.87,396.68,519.37,39.9,665.34,106.31
13735,4,1.30322094E9,1.32135564E9,2883.54,474.54,989.86,720.89,895.49,777.25,86.64,919.16,205.0
17423,2,1.30467324E9,1.31946336E9,698.41,248.99,449.42,349.2,222.47,151.7,0.0,314.04,10.2
15899,1,1.29163176E9,1.29163176E9,56.25,56.25,56.25,56.25,0.0,33.6,0.0,22.65,0.0
16503,4,1.2923346E9,1.31427276E9,1431.93,251.6,488.09,357.98,234.62,574.5,10.08,514.67,98.06
14984,2,1.30787664E9,1.32179928E9,202.37,100.14,102.23,101.19,23.15,84.95,11.45,50.62,32.2
16139,3,1.30562778E9,1.32186462E9,635.41,139.8,329.04,211.8,272.7,136.95,0.0,225.76,0.0
17779,3,1.31107794E9,1.3216257E9,650.32,158.17,323.09,216.77,128.38,147.42,10.08,292.77,71.67
16626,17,1.30045122E9,1.32343176E9,4413.1,13.2,795.75,259.59,681.12,1891.49,48.9,1632.09,159.5
16401,12,1.29517536E9,1.3233681E9,4098.32,177.9,487.9,341.53,390.59,1133.8,0.0,2079.88,494.05
16519,2,1.29190368E9,1.32128526E9,215.08,103.7,111.38,107.54,0.0,38.85,15.3,152.43,8.5
16389,4,1.29899442E9,1.31886246E9,1382.07,119.65,550.52,345.52,496.33,328.36,0.0,557.38,0.0
13592,4,1.30062966E9,1.32040014E9,247.96,32.85,95.94,61.99,27.6,60.4,13.52,146.44,0.0
12919,6,1.30882092E9,1.32274722E9,1335.19,52.8,336.12,222.53,181.5,623.68,15.0,357.56,157.45
16918,6,1.29606342E9,1.3192014E9,1068.82,2.08,299.67,178.14,165.42,222.0,16.6,563.7,101.1
17884,4,1.29137826E9,1.32317118E9,695.07,104.53,268.02,173.77,94.04,116.52,17.69,363.81,103.01
15065,4,1.29829284E9,1.3202271E9,3158.13,299.38,1452.35,789.53,491.4,1152.08,115.26,1323.84,75.55
18138,1,1.29795426E9,1.29795426E9,152.65,152.65,152.65,152.65,18.4,119.25,0.0,15.0,0.0
14217,17,1.29181488E9,1.32334518E9,2004.98,69.7,202.24,117.94,447.5,833.87,0.0,529.26,194.35
13246,6,1.29492576E9,1.3218942E9,1961.52,123.01,562.88,326.92,432.41,780.81,3.9,692.4,52.0
17904,1,1.32162102E9,1.32162102E9,181.07,181.07,181.07,181.07,58.0,57.9,0.0,64.32,0.85
18114,1,1.2983808E9,1.2983808E9,220.1,220.1,220.1,220.1,62.25,26.95,5.95,99.65,25.3
18224,1,1.3007034E9,1.3007034E9,158.95,158.95,158.95,158.95,32.7,15.0,0.0,111.25,0.0
14776,11,1.29647982E9,1.31903844E9,2538.3,13.2,558.36,230.75,671.16,510.6,0.0,917.64,438.9
17932,3,1.30520868E9,1.32095454E9,1331.57,345.5,589.01,443.86,244.45,373.58,19.8,555.3,138.44
15223,2,1.30191942E9,1.30399026E9,755.75,300.85,454.9,377.88,168.9,293.0,0.0,195.7,98.15
15608,4,1.31305656E9,1.3210176E9,1093.68,24.96,660.64,273.42,201.44,167.71,10.08,579.35,135.1
14904,2,1.32126198E9,1.3232625E9,1025.44,396.96,628.48,512.72,189.8,165.78,47.16,492.22,130.48
